inci_name,cas_number,einecs_number,function
DAVIDSONIA JERSEYANA SEED OIL,,,"Antioxidant, Humectant, Skin Conditioning, Skin Conditioning - Emollient, Skin Protecting"
DAVIDSONIA PRURIENS FRUIT EXTRACT,,,"Antioxidant, Hair Conditioning, Humectant, Skin Conditioning"
DAVILLA RUGOSA LEAF EXTRACT,,,Skin Conditioning
DEA PG-OLEATE,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DEA PG-PROPYL PEG/PPG-18/21 DIMETHICONE,,,Hair Conditioning
DEA PG-PROPYL PEG/PPG-20/20 DIMETHICONE,,,Hair Conditioning
DEA-C12-13 ALKYL SULFATE,243133-68-8,,"Cleansing, Surfactant - Cleansing"
DEA-C12-13 PARETH-3 SULFATE,243133-69-9,,"Cleansing, Surfactant - Cleansing"
DEA-C12-15 ALKYL SULFATE,,,"Cleansing, Foaming, Surfactant - Cleansing"
DEA-C8-18 PERFLUOROALKYLETHYL PHOSPHATE,223239-91-6,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-CETEARETH-2 PHOSPHATE,162567-77-3,500-766-0,Surfactant - Emulsifying
DEA-CETYL PHOSPHATE,69331-39-1,273-968-7,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-CETYL SULFATE,51541-51-6,257-260-5,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-COCOAMPHODIPROPIONATE,,,"Cleansing, Surfactant - Cleansing, Surfactant - Foam Boosting, Surfactant - Hydrotrope"
DEA-CYCLOCARBOXYPROPYLOLEATE,84195-78-8,282-385-7,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-DODECYLBENZENESULFONATE,26545-53-9,247-784-2,"Cleansing, Foaming, Surfactant - Cleansing"
DEA-HYDROLYZED LECITHIN,,,"Hair Conditioning, Skin Conditioning"
DEA-ISOSTEARATE,93920-28-6,300-113-8,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-LAURAMINOPROPIONATE,65104-36-1,265-417-4,"Antistatic, Hair Conditioning"
DEA-LAURETH SULFATE,58855-36-0,,"Cleansing, Foaming, Surfactant - Cleansing"
DEA-LAURYL SULFATE,143-00-0,205-577-4,"Cleansing, Surfactant - Cleansing"
DEA-LINOLEATE,59231-42-4,261-676-2,"Antistatic, Surfactant - Emulsifying, Viscosity Controlling"
DEA-METHOXYCINNAMATE,56265-46-4,260-082-0,Uv Absorber
DEA-METHYL MYRISTATE SULFONATE,,,"Cleansing, Foaming, Surfactant - Cleansing"
DEA-MYRETH SULFATE,,,"Cleansing, Foaming, Surfactant - Cleansing"
DEA-MYRISTATE,53404-39-0,258-531-0,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-MYRISTYL SULFATE,65104-61-2,265-433-1,"Cleansing, Foaming, Surfactant - Cleansing"
DEA-OLETH-10 PHOSPHATE,58855-63-3,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-OLETH-20 PHOSPHATE,58855-63-3,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-OLETH-3 PHOSPHATE,58855-63-3,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-OLETH-5 PHOSPHATE,58855-63-3,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-PEG-4 LAURATE,,,"Emulsion Stabilising, Surfactant - Cleansing"
DEA-PERFLUOROHEXYL ETHYLPHOSPHATES,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-POLYPERFLUOROETHOXYMETHOXY PEG-2 PHOSPHATE,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DEA-STYRENE/ACRYLATES/DVB COPOLYMER,,,Opacifying
DEBUTYLAMINO FINASTERIDOYL SH-PENTAPEPTIDE-12 SP,,,Skin Conditioning - Miscellaneous
DECACARBOXYMETHYL PALMITOYL PENTAPEPTIDE-67,,,"Humectant, Skin Conditioning, Skin Protecting"
DECADIENAL,2363-88-4,219-114-9,Perfuming
DECAFLUOROPENTANE,138495-42-8,,Solvent
"DECAHYDRO-4,8,8-TRIMETHYL-9-METHYLENE-1,4-METHANOAZULENE/FORMIC ACID/BORON TRIFLUORIDE",68855-38-9,272-483-8,Perfuming
DECAHYDRO-BETA-NAPHTHOL,825-51-4,212-545-3,Perfuming
DECAHYDRO-BETA-NAPHTHYL ACETATE,10519-11-6,234-054-3,Perfuming
DECAHYDRO-BETA-NAPHTHYL FORMATE,10519-12-7,234-055-9,Perfuming
DECAHYDRO-BETA-NAPHTHYL ISOBUTYRATE,67874-78-6,267-506-3,Perfuming
DECAHYDRO-HYDROXY-TETRAMETHYL-NAPHTHALENE-ETHANOL,55881-96-4,259-880-1,Perfuming
DECAHYDRO-HYDROXY-VINYL-PENTAMETHYL-1-NAPHTHALENEPROPANOL OXIDIZED,70892-62-5,274-992-0,Perfuming
DECAHYDRO-ISOPROPYL-DIMETHYL-PHENANTHRENE-1-METHANOL ACETATE,54200-50-9,259-025-2,Perfuming
DECAHYDRO-METHANOBENZO-CYCLOOCTENONE,22690-27-3,245-158-3,Perfuming
DECAHYDRO-TETRAMETHYLAZULENE-5-METHANOL,3526-75-8,222-546-0,Perfuming
DECAHYDRO-TRIMETHYL-BETA-NAPHTHYL ACETATE,24238-95-7,246-105-7,Perfuming
DECAHYDROCYCLODODECAOXAZOLE,38303-23-0,253-869-5,Perfuming
DECAHYDROSPIROFURAN-METHANO-5H-INDENE,68480-11-5,270-887-9,Perfuming
DECANAL,112-31-2,203-957-4,Fragrance
DECANAL DIMETHYL ACETAL,7779-41-1,231-928-6,Perfuming
DECANE,124-18-5,204-686-4,"Fragrance, Plasticiser, Solvent, Viscosity Controlling"
DECANENITRILE,1975-78-6,217-830-6,Perfuming
DECAPEPTIDE-1,,,Skin Conditioning
DECAPEPTIDE-10,,,Skin Conditioning
DECAPEPTIDE-11,,,"Hair Conditioning, Hair Fixing"
DECAPEPTIDE-12,,,"Bleaching, Skin Conditioning"
DECAPEPTIDE-13,,,Skin Conditioning
DECAPEPTIDE-14,,,Skin Conditioning
DECAPEPTIDE-15,,,Skin Conditioning
DECAPEPTIDE-16,,,Skin Conditioning
DECAPEPTIDE-17,,,Skin Conditioning
DECAPEPTIDE-18,,,Skin Conditioning
DECAPEPTIDE-19,,,Skin Conditioning
DECAPEPTIDE-2,,,Skin Conditioning
DECAPEPTIDE-20,,,Skin Conditioning
DECAPEPTIDE-21,,,Skin Conditioning
DECAPEPTIDE-22,,,Skin Conditioning
DECAPEPTIDE-23,,,Skin Conditioning
DECAPEPTIDE-24,,,Skin Conditioning
DECAPEPTIDE-25,,,Skin Conditioning
DECAPEPTIDE-26,,,Skin Conditioning
DECAPEPTIDE-27,,,Skin Conditioning
DECAPEPTIDE-28,,,Skin Conditioning
DECAPEPTIDE-29,,,Skin Conditioning
DECAPEPTIDE-3,,,Skin Conditioning
DECAPEPTIDE-30,,,Skin Conditioning
DECAPEPTIDE-31,,,"Antioxidant, Skin Protecting"
DECAPEPTIDE-32,,,Skin Conditioning
DECAPEPTIDE-33,,,Skin Conditioning
DECAPEPTIDE-34,,,Skin Conditioning
DECAPEPTIDE-35,,,Skin Conditioning
DECAPEPTIDE-36,,,Skin Conditioning
DECAPEPTIDE-37,,,Skin Conditioning
DECAPEPTIDE-38,,,Skin Conditioning
DECAPEPTIDE-39,,,Skin Conditioning
DECAPEPTIDE-4,,,Skin Conditioning
DECAPEPTIDE-40,,,Skin Conditioning
DECAPEPTIDE-41,,,Skin Conditioning
DECAPEPTIDE-42,,,Skin Conditioning
DECAPEPTIDE-43,,,Skin Conditioning
DECAPEPTIDE-44,,,Skin Conditioning
DECAPEPTIDE-45,,,"Skin Conditioning, Skin Protecting"
DECAPEPTIDE-46,,,Skin Conditioning
DECAPEPTIDE-47,,,Not Reported
DECAPEPTIDE-48,,,Skin Conditioning
DECAPEPTIDE-49,,,Skin Conditioning
DECAPEPTIDE-5,,,Skin Conditioning
DECAPEPTIDE-50,,,Skin Conditioning
DECAPEPTIDE-51,,,Skin Conditioning
DECAPEPTIDE-52,,,Skin Conditioning
DECAPEPTIDE-53 AMIDE,,,Antimicrobial
DECAPEPTIDE-54 AMIDE,,,Antimicrobial
DECAPEPTIDE-6,,,"Antioxidant, Skin Protecting"
DECAPEPTIDE-8,,,Skin Conditioning
DECARBOXY CARNOSINE HCL,57022-38-5,415-470-6,"Antistatic, Hair Conditioning, Skin Conditioning"
DECENAL,65405-70-1,265-741-6 / 244-514-5  / -,"Fragrance, Perfuming"
DECENE,872-05-9,212-819-2,"Solvent, Viscosity Controlling"
DECENE/BUTENE COPOLYMER,30973-93-4,,Viscosity Controlling
DECENOL,13019-22-2,235-878-6,"Fragrance, Perfuming"
DECETH-10,26183-52-8,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-3,26183-52-8,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-4,26183-52-8,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-4 PHOSPHATE,9004-80-2,- / -,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-5,26183-52-8,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-6,26183-52-8,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-6 PHOSPHATE,9004-80-2,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-7,,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-7 CARBOXYLIC ACID,38815-93-9,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-7 GLUCOSIDE,,,"Cleansing, Surfactant - Cleansing"
DECETH-8,26183-52-8,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-9,26183-52-8,,"Surfactant - Cleansing, Surfactant - Emulsifying"
DECETH-9 PHOSPHATE,,,"Cleansing, Surfactant - Cleansing"
DECHLORO CYCLOPROPYLCLOPROSTENOLAMIDE,1138395-11-5,,Antioxidant
DECHLORO CYCLOPROPYLMETHYLCLOPROSTENOLAMIDE,1138395-09-1,,Antioxidant
DECHLORO ETHYLCLOPROSTENOLAMIDE,1005193-64-5,,Hair Conditioning
DECURSIN,5928-25-6,,"Antioxidant, Skin Conditioning, Skin Conditioning - Emollient, Skin Protecting"
DECURSINOL,23458-02-8,,"Antioxidant, Skin Conditioning"
DECURSINOL PYRIDINYLVINYL CARBAMATE,,,Antioxidant
DECYL ACETATE,112-17-4,203-942-2,Perfuming
DECYL ALCOHOL,112-30-1,203-956-9,"Fragrance, Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Foam Boosting, Viscosity Controlling"
DECYL ANTHRANILATE,18189-07-6,242-077-5,Perfuming
DECYL BETAINE,2644-45-3,220-152-3,"Antistatic, Cleansing, Hair Conditioning, Skin Conditioning, Surfactant - Cleansing, Surfactant - Foam Boosting, Viscosity Controlling"
DECYL CASTORATE,,,"Emulsion Stabilising, Skin Conditioning, Skin Conditioning - Emollient"
DECYL COCOATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL DIMETHICONE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL GLUCOSIDE,54549-25-6,259-218-1,"Cleansing, Emulsion Stabilising, Surfactant - Cleansing"
DECYL HDI/PEG-180 CROSSPOLYMER,,,Viscosity Controlling
DECYL HEMPSEEDATE,,,"Emulsion Stabilising, Skin Conditioning, Skin Conditioning - Emollient"
DECYL ISOSTEARATE,84605-08-3,283-388-6,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL ISOVALERATE,72928-48-4,277-077-4,Perfuming
DECYL JOJOBATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL LAURATE,36528-28-6,253-087-4,
DECYL MERCAPTOMETHYLIMIDAZOLE,,,"Antioxidant, Antistatic, Hair Conditioning"
DECYL METHYL ETHER,7289-52-3,230-718-1,Perfuming
DECYL MYRISTATE,41927-71-3,255-589-9,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL OLEATE,3687-46-5,222-981-6,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL OLIVATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL PALMITATE,42232-27-9,255-724-1,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL POLYGLYCERYL-3 DIMETHICONE,,,"Hair Conditioning, Skin Conditioning, Surfactant - Dispersing, Viscosity Controlling"
DECYL POLYSTYRENE OXIDE/PEG-23 COPOLYMER PHOSPHATE,,,Not Reported
DECYL PROPIONATE,5454-19-3,226-703-4,Perfuming
DECYL SUCCINATE,2530-33-8,219-783-7,"Skin Conditioning, Skin Conditioning - Emollient"
DECYL VINYL ETHER,765-05-9,212-137-5,Perfuming
DECYLAMINE OXIDE,2605-79-0,220-020-5,"Antistatic, Cleansing, Hair Conditioning, Surfactant - Cleansing, Surfactant - Foam Boosting, Surfactant - Hydrotrope"
DECYLENE GLYCOL,1119-86-4,214-288-2,Skin Conditioning
DECYLOXAZOLIDINONE,7693-82-5,,"Antimicrobial, Plasticiser, Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Cleansing"
DECYLOXYACETALDEHYDE,72894-07-6,276-961-7,Perfuming
DECYLTETRADECANOIC ACID,93778-52-0,298-190-5,"Hair Conditioning, Viscosity Controlling"
DECYLTETRADECANOL,58670-89-6,261-385-0,"Skin Conditioning, Skin Conditioning - Emollient, Viscosity Controlling"
DECYLTETRADECETH-10,,,Surfactant - Emulsifying
DECYLTETRADECETH-15,,,Surfactant - Emulsifying
DECYLTETRADECETH-20,,,Surfactant - Emulsifying
DECYLTETRADECETH-200 BEHENATE,,,Viscosity Controlling
DECYLTETRADECETH-200 ISOSTEARATE,,,Viscosity Controlling
DECYLTETRADECETH-25,,,Surfactant - Emulsifying
DECYLTETRADECETH-30,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DECYLTETRADECETH-5,,,Surfactant - Emulsifying
DECYLTETRADECYL CETEARATE,97404-34-7,306-799-5,Skin Conditioning - Emollient
DECYLTETRADECYL ETHYLHEXANOATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DECYLTETRADECYLAMINE OXIDE,146793-33-1,,"Cleansing, Surfactant - Cleansing, Surfactant - Foam Boosting, Surfactant - Hydrotrope"
DEDM HYDANTOIN,26850-24-8,248-052-5,Antimicrobial
DEDM HYDANTOIN DILAURATE,,,Antimicrobial
DEER ANTLER BLOOD/CELL CULTURE CONDITIONED MEDIA,,,"Hair Conditioning, Skin Conditioning"
DEER ANTLER CELL EXTRACT,,,"Hair Conditioning, Skin Conditioning"
DEER ANTLER CELL/SH-POLYPEPTIDE-1 CONDITIONED MEDIA,,,"Hair Conditioning, Skin Conditioning"
DEER ANTLER EXTRACT,,,Skin Conditioning
DEER BLOOD,,,"Humectant, Skin Conditioning"
DEER FAT,,,Skin Conditioning
DEER MILK EXTRACT,,,Skin Conditioning
DEER VELVET MESENCHYMAL CELL CONDITIONED MEDIA,,,"Hair Conditioning, Skin Conditioning"
DEER VELVET MESENCHYMAL CELL EXTRACELLULAR VESICLES,,,"Hair Conditioning, Skin Conditioning"
DEFATTED BLACK SOLDIER FLY LARVA POWDER,,,"Skin Conditioning, Skin Protecting"
DEFATTED CITRUS UNSHIU FRUIT,,,"Skin Conditioning, Skin Protecting"
DEFATTED EGG YOLK POWDER,,,Skin Conditioning
DEFATTED HYDRANGEA MACROPHYLLA FLOWER,,,Skin Conditioning
DEFATTED ISATIS TINCTORIA SEED EXTRACT,,,Skin Conditioning
DEFATTED NARCISSUS TAZETTA FLOWER,,,"Skin Conditioning, Skin Protecting"
DEFATTED OPUNTIA FICUS-INDICA FLOWER,,,"Skin Conditioning, Skin Protecting"
DEFATTED RICE BRAN,,,Skin Conditioning
DEFATTED RICE BRAN EXTRACT,,,"Antioxidant, Bleaching, Deodorant"
DEFATTED VIBURNUM OPULUS FLOWER,,,"Skin Conditioning, Skin Protecting"
DEFINED CELL CULTURE MEDIA,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 10,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 11,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 12,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 14,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 15,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 16,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 17,,,"Buffering, Hair Conditioning, Humectant, Skin Conditioning, Skin Conditioning - Emollient, Viscosity Controlling"
DEFINED CELL CULTURE MEDIA 18,,,"Skin Conditioning, Skin Conditioning - Emollient, Skin Protecting"
DEFINED CELL CULTURE MEDIA 19,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 2,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 3,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 4,,,"Skin Conditioning, Skin Protecting"
DEFINED CELL CULTURE MEDIA 5,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 6,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 7,,,Skin Conditioning
DEFINED CELL CULTURE MEDIA 8,,,"Antioxidant, Skin Conditioning, Skin Protecting"
DEFINED CELL CULTURE MEDIA 9,,,Skin Conditioning
DEHYDROACETIC ACID,520-45-6,208-293-9 / 212-227-4 / -,Preservative
DEHYDROLATANOPROST,130209-76-6,,
DEHYDROXANTHAN GUM,,,"Emulsion Stabilising, Film Forming, Hair Fixing, Viscosity Controlling"
DEINOCOCCUS CELL WALL EXTRACT,,,"Skin Conditioning, Skin Protecting"
DEINOCOCCUS CELL WALL POLYSACCHARIDES,,,"Skin Protecting, Uv Filter"
DEINOCOCCUS EXTRACT,,,"Antioxidant, Skin Protecting"
DEINOCOCCUS FERMENT EXTRACT FILTRATE,,,"Skin Conditioning, Skin Protecting"
DELESSERIA SANGUINEA EXTRACT,,,Skin Conditioning
DELMOPINOL HCL,98092-92-3,,"Antiplaque, Cleansing, Oral Care, Surfactant - Cleansing"
DELPHINIUM CONSOLIDA/LONICERA CAPRIFOLIUM/CALENDULA OFFICINALIS/CENTAUREA CYANUS) FLOWER EXTRACT,,,Skin Conditioning
DELPHINIUM ELATUM FLOWER EXTRACT,,,Antioxidant
DELTA-DAMASCONE,57378-68-4,260-709-8,"Fragrance, Perfuming"
DELTA-DECALACTONE,705-86-2,211-889-1,"Fragrance, Perfuming"
DELTA-DODECALACTONE,713-95-1,211-932-4,Perfuming
DELTA-HEXALACTONE,823-22-3,212-511-8,Perfuming
DELTA-NONALACTONE,3301-94-8,221-974-5,Perfuming
DELTA-OCTALACTONE,698-76-0,211-820-5,Perfuming
DELTA-UNDECALACTONE,710-04-3,211-915-1,Perfuming
DELTA-VALEROLACTONE,542-28-9,208-807-1,Not Reported
DELTAMETHRIN,52918-63-5,258-256-6,Not Reported
DEMETHOXYCURCUMIN,22608-11-3,,Antioxidant
DENATONIUM BENZOATE,3734-33-6,223-095-2,"Denaturant, Fragrance"
DENATONIUM SACCHARIDE,90823-38-4,,Denaturant
DENATURED LYSOZYME,,,Antimicrobial
DENDROBIUM CANDIDUM CALLUS,,,"Humectant, Skin Conditioning, Skin Conditioning - Emollient"
DENDROBIUM CANDIDUM CALLUS EXTRACT,,,Skin Conditioning
DENDROBIUM CANDIDUM CALLUS POWDER,,,"Antioxidant, Humectant, Skin Conditioning, Skin Protecting"
DENDROBIUM CANDIDUM EXTRACT,,,"Skin Conditioning, Skin Conditioning - Emollient"
DENDROBIUM CANDIDUM STEM EXTRACT,,,"Humectant, Skin Conditioning"
DENDROBIUM CATENATUM LEAF/STEM EXTRACT,,,"Skin Conditioning, Skin Protecting"
DENDROBIUM FIMBRIATUM EXTRACT,,,"Antioxidant, Skin Protecting"
DENDROBIUM HUOSHANENSE LEAF/STEM EXTRACT,,,Bleaching
DENDROBIUM LODDIGESII LEAF/STEM EXTRACT,,,"Humectant, Skin Conditioning, Skin Conditioning - Emollient, Skin Protecting"
DENDROBIUM MONILIFORME CALLUS CULTURE EXTRACT,,,Skin Conditioning
DENDROBIUM MONILIFORME LEAF/STEM EXTRACT,,,Bleaching
DENDROBIUM MOSCHATUM FLOWER EXTRACT,,,Skin Conditioning
DENDROBIUM NOBILE EXTRACT,,,Skin Conditioning
DENDROBIUM NOBILE FLOWER EXTRACT,,,Skin Conditioning
DENDROBIUM NOBILE PROTOCORM EXTRACT,,,"Skin Conditioning, Skin Conditioning - Emollient, Skin Protecting"
DENDROBIUM NOBILE STEM EXTRACT,,,Skin Conditioning
DENDROBIUM NOBILE/PHALAENOPSIS AMABILIS EXTRACT,,,"Skin Conditioning, Skin Conditioning - Emollient, Skin Protecting"
DENDROBIUM PHALAENOPSIS FLOWER EXTRACT,,,Skin Conditioning
DENDROPANAX MORBIFERUS ADVENTITIOUS ROOT EXTRACT,,,"Antimicrobial, Antioxidant, Hair Conditioning, Humectant, Skin Protecting"
DENDROPANAX MORBIFERUS CALLUS CULTURE EXTRACT,,,"Antimicrobial, Antioxidant, Hair Conditioning, Skin Conditioning, Skin Protecting"
DENDROPANAX MORBIFERUS EXTRACT,,,"Hair Conditioning, Skin Conditioning"
DENDROPANAX MORBIFERUS LEAF EXTRACT,,,"Hair Conditioning, Skin Conditioning"
DENDROPANAX MORBIFERUS LEAF OIL,,,"Anti-Sebum, Antioxidant"
DENDROPANAX MORBIFERUS LEAF VESICLES,,,"Skin Conditioning - Miscellaneous, Skin Protecting"
DENDROPANAX MORBIFERUS LEAF/STEM EXTRACT,,,Skin Conditioning
DENDROPANAX MORBIFERUS PHYTOPLACENTA EXTRACT,,,"Antimicrobial, Antioxidant, Hair Conditioning, Skin Protecting"
DENDROPANAX MORBIFERUS STEM SAP,,,"Anti-Sebum, Antimicrobial, Hair Conditioning, Skin Conditioning"
DEODORIZED KEROSENE,8008-20-6,232-366-4,"Solvent, Viscosity Controlling"
DEOXYCHOLIC ACID,83-44-3,201-478-5,"Humectant, Skin Conditioning, Skin Conditioning - Emollient"
DEOXYCHOLOYL SH-PENTAPEPTIDE-12 SP,,,Skin Conditioning
DEOXYCYTIDINE,951-77-9,213-454-1,Hair Conditioning
DEOXYGLUTAMYL FRUCTOSE,,,"Humectant, Nail Conditioning, Skin Conditioning"
DEOXYGUANOSINE,961-07-9,213-505-8,Hair Conditioning
DEOXYPHYTANTRIYL PALMITAMIDE MEA,,,"Hair Conditioning, Skin Conditioning"
DEOXYRIBONUCLEASE,9003-98-9,232-667-0,Skin Conditioning
DEPOLYMERIZED PRASINOCOCCUS CAPSULATUS EXOPOLYSACCHARIDES,,,Skin Conditioning
DEPROTEINIZED SERUM,90989-73-4,292-730-3,Skin Conditioning
DEQUALINIUM ACETATE,4028-98-2,223-712-5,"Antimicrobial, Deodorant"
DEQUALINIUM CHLORIDE,522-51-0,208-330-9,"Antimicrobial, Antiplaque, Deodorant, Oral Care"
DERBESIA MARINA EXTRACT,,,"Humectant, Skin Conditioning"
DESAMIDO COLLAGEN,,,"Film Forming, Hair Conditioning, Skin Conditioning"
DESCHAMPSIA ANTARCTICA LEAF EXTRACT,,,"Antioxidant, Uv Absorber"
DESMARESTIA TABACOIDES EXTRACT,,,"Humectant, Skin Conditioning"
DESMODIUM ADSCENDENS EXTRACT,,,Skin Conditioning
DESMODIUM ADSCENDENS FLOWER/LEAF/STEM EXTRACT,,,Skin Conditioning
DESMODIUM GANGETICUM ROOT EXTRACT,92201-58-6,295-989-0,Skin Conditioning
DESMODIUM GANGETICUM ROOT POWDER,92201-58-6,295-989-0,Skin Conditioning
DESMODIUM OLDHAMII EXTRACT,,,Skin Conditioning
DETONULA PUMILA EXTRACT,,,"Antioxidant, Skin Conditioning"
DEUTZIA GRACILIS LEAF/STEM EXTRACT,,,"Humectant, Skin Conditioning"
DEXTRAN,9004-54-0,232-677-5,"Binding, Viscosity Controlling"
DEXTRAN HYDROXYPROPYLTRIMONIUM CHLORIDE,83855-79-2,,Hair Conditioning
DEXTRAN SULFATE,9042-14-2,,"Binding, Skin Conditioning"
DEXTRIN,9004-53-9,232-675-4,"Absorbent, Binding, Bulking, Viscosity Controlling"
DEXTRIN BEHENATE,112444-74-3,,"Anticaking, Surfactant - Cleansing, Surfactant - Emulsifying"
DEXTRIN ISOSTEARATE,,,Skin Conditioning
DEXTRIN LAURATE,79748-56-4,,"Anticaking, Surfactant - Cleansing, Surfactant - Emulsifying"
DEXTRIN MYRISTATE,93792-77-9,,"Anticaking, Surfactant - Cleansing, Surfactant - Emulsifying"
DEXTRIN PALMITATE,83271-10-7,,"Anticaking, Surfactant - Cleansing, Surfactant - Emulsifying"
DEXTRIN PALMITATE/ETHYLHEXANOATE,183387-52-2,,"Anticaking, Surfactant - Cleansing, Surfactant - Emulsifying"
DEXTRIN PALMITATE/HEXYLDECANOATE,,,"Emulsion Stabilising, Viscosity Controlling"
DEXTRIN PALMITATE/STEARATE,,,"Emulsion Stabilising, Viscosity Controlling"
DEXTRIN STEARATE,37307-33-8,,"Anticaking, Surfactant - Cleansing, Surfactant - Emulsifying"
DI(T-BUTYLCYCLOHEXYL) PEROXYDICARBONATE,15520-11-3,239-557-1,Film Forming
DI-C12-13 ALKYL MALATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DI-C12-13 ALKYL TARTRATE,94095-06-4,302-210-0,"Skin Conditioning, Skin Conditioning - Emollient"
DI-C12-15 ALKYL ADIPATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DI-C12-15 ALKYL DIMONIUM CHLORIDE,68910-56-5,272-746-7,Hair Conditioning
DI-C12-15 ALKYL FUMARATE,,,"Skin Conditioning - Emollient, Solvent"
DI-C12-15 ALKYL MALEATE,,,"Skin Conditioning, Skin Conditioning - Emollient, Solvent"
DI-C12-15 PARETH-10 PHOSPHATE,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DI-C12-15 PARETH-2 PHOSPHATE,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DI-C12-15 PARETH-4 PHOSPHATE,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DI-C12-15 PARETH-6 PHOSPHATE,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DI-C12-15 PARETH-8 PHOSPHATE,,,"Cleansing, Surfactant - Cleansing, Surfactant - Emulsifying"
DI-C12-18 ALKYL DIMONIUM CHLORIDE,68391-05-9,269-924-1,"Hair Conditioning, Skin Conditioning"
DI-C12-20 ALKYL DIMONIUM CELLULOSE SULFATE,,,Antistatic
DI-C14-15 ALKYL TARTRATE,149144-86-5,,"Skin Conditioning, Skin Conditioning - Emollient"
DI-C14-18 ALKYL DIMONIUM CHLORIDE,,,Hair Conditioning
DI-C16-18 ALKYL DIMER DILINOLEATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DI-C20-40 ALKYL DIMER DILINOLEATE,,,"Skin Conditioning, Viscosity Controlling"
DI-GLYCERYL STEARATE DIMER DILINOLEATE,,,"Skin Conditioning, Skin Conditioning - Emollient"
DI-HEA TRIMETHYLHEXYL DICARBAMATE,83003-92-3,,Nail Conditioning
DI-HEMA TRIMETHYLHEXYL DICARBAMATE,41137-60-4,- / 276-957-5,Nail Sculpting
DI-METHOXYCINNAMIDOPROPYL ETHYLDIMONIUM CHLORIDE ETHER,,,"Hair Conditioning, Uv Absorber"
DI-PEG-2 SOYAMINE IPDI,183681-06-3,,"Hair Conditioning, Skin Conditioning, Skin Conditioning - Emollient"
DI-PEG-2 SOYAMINE/POLYDIETHYLENEGLYCOL ADIPATE/IPDI COPOLYMER,,,"Film Forming, Hair Conditioning, Skin Conditioning"
DI-PENTYL/ISOPENTYL TEREPHTHALATE,2097734-13-7,940-272-6,Skin Conditioning - Emollient
